,Unnamed: 0,Rank,player_name,position,"Team Currently With","Age",Contract_Length,AAV,team_x,TOI_22_23,Goals_22_23,A1_22_23,iCF_22_23,ixG_22_23,Giveaways_22_23,Takeaways_22_23,GAR_22_23,WAR_22_23,SPAR_22_23,team_y,TOI_23_24,Goals_23_24,A1_23_24,iCF_23_24,ixG_23_24,Giveaways_23_24,Takeaways_23_24,GAR_23_24,WAR_23_24,SPAR_23_24,team,TOI_24_25,Goals_24_25,A1_24_25,iCF_24_25,ixG_24_25,Giveaways_24_25,Takeaways_24_25,GAR_24_25,WAR_24_25,SPAR_24_25,TOI%_22_23,TOI%_23_24,TOI%_24_25,prev_cap_hit_pct
594,594,15,elias lindholm,C,"BOS
                     BOS",29,7,7750000.0,CGY,1492.47,23.0,24.0,343.0,28.11,33.0,42.0,7.0,1.2,2.3,CGY,1016.68,9.0,11.0,230.0,18.15,25.0,28.0,-0.4,-0.1,-0.1,BOS,1033.58,10.0,10.0,195.0,16.74,31.0,16.0,1.6,0.3,0.5,6.0669512195122000,4.1328455284552800,4.201544715447150,8.857142857142860
595,595,15,elias lindholm,C,"BOS
                     BOS",29,7,7750000.0,CGY,1492.47,23.0,24.0,343.0,28.11,33.0,42.0,7.0,1.2,2.3,CGY,1016.68,9.0,11.0,230.0,18.15,25.0,28.0,-4.1,-0.7,-1.3,BOS,1033.58,10.0,10.0,195.0,16.74,31.0,16.0,1.6,0.3,0.5,6.0669512195122000,4.1328455284552800,4.201544715447150,9.785353535353540
596,596,15,elias lindholm,C,"BOS
                     BOS",29,7,7750000.0,CGY,1492.47,23.0,24.0,343.0,28.11,33.0,42.0,7.0,1.2,2.3,VAN,460.33,6.0,3.0,78.0,5.18,5.0,12.0,-0.4,-0.1,-0.1,BOS,1033.58,10.0,10.0,195.0,16.74,31.0,16.0,1.6,0.3,0.5,6.0669512195122000,1.8712601626016300,4.201544715447150,9.509202453987730
597,597,15,elias lindholm,C,"BOS
                     BOS",29,7,7750000.0,CGY,1492.47,23.0,24.0,343.0,28.11,33.0,42.0,7.0,1.2,2.3,VAN,460.33,6.0,3.0,78.0,5.18,5.0,12.0,-4.1,-0.7,-1.3,BOS,1033.58,10.0,10.0,195.0,16.74,31.0,16.0,1.6,0.3,0.5,6.0669512195122000,1.8712601626016300,4.201544715447150,9.480122324159020
598,598,16,auston matthews,C,"TOR
                     TOR",25,4,13250000.0,TOR,1500.6,40.0,29.0,568.0,40.4,55.0,68.0,24.9,4.2,8.0,TOR,1698.28,69.0,24.0,694.0,50.16,54.0,85.0,32.6,5.3,10.4,TOR,820.75,20.0,16.0,297.0,23.23,39.0,17.0,6.3,1.0,2.0,6.1,6.903577235772360,3.3363821138211400,16.207951070336400
599,599,17,brandon hagel,LW,"TBL
                     TBL",24,8,6500000.0,T.B,1510.25,30.0,18.0,307.0,29.72,48.0,92.0,6.8,1.2,2.2,T.B,1578.98,26.0,38.0,344.0,28.68,39.0,54.0,21.2,3.5,6.7,T.B,1169.2,26.0,23.0,310.0,24.64,72.0,20.0,13.3,2.2,4.1,6.139227642276420,6.418617886178860,4.7528455284552900,7.878787878787880
600,600,18,devon toews,D,"COL
                     COL",29,7,7250000.0,COL,2008.53,7.0,16.0,309.0,8.27,39.0,45.0,17.6,3.0,5.7,COL,1921.18,12.0,16.0,351.0,8.14,46.0,57.0,10.3,1.7,3.3,COL,1312.87,6.0,6.0,238.0,5.09,57.0,22.0,-1.3,-0.2,-0.4,8.164756097560980,7.809674796747970,5.336869918699190,8.682634730538920
601,601,T19,brandon montour,D,"SEA
                     SEA",30,7,7142857.0,FLA,1930.13,16.0,26.0,458.0,15.96,51.0,33.0,15.9,2.7,5.1,FLA,1547.52,8.0,7.0,413.0,9.95,40.0,18.0,6.3,1.0,2.0,SEA,1300.02,10.0,8.0,377.0,11.09,63.0,17.0,1.4,0.2,0.4,7.846056910569110,6.290731707317070,5.284634146341460,8.163265142857140
602,602,T19,matthew beniers,C,"SEA
                     SEA",21,7,7142857.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.018758838383840
603,603,21,owen tippett,RW,"PHI
                     PHI",24,8,6200000.0,PHI,1341.9,27.0,11.0,414.0,23.88,25.0,44.0,11.2,1.9,3.6,PHI,1294.32,28.0,17.0,544.0,26.06,25.0,33.0,8.8,1.4,2.8,PHI,868.62,14.0,10.0,304.0,12.31,38.0,22.0,7.6,1.3,2.4,5.454878048780490,5.261463414634150,3.530975609756100,7.6073619631901800
604,604,22,brady skjei,D,"NSH
                     NSH",30,7,7000000.0,CAR,1765.97,18.0,8.0,411.0,9.84,54.0,47.0,1.9,0.3,0.6,CAR,1702.25,13.0,16.0,431.0,9.15,36.0,44.0,8.0,1.3,2.5,NSH,1154.37,7.0,5.0,217.0,5.45,67.0,20.0,-2.7,-0.4,-0.8,7.178739837398370,6.919715447154470,4.692560975609760,8.56269113149847
605,605,23,gustav forsling,D,"FLA
                     FLA",27,8,5750000.0,FLA,1921.73,13.0,16.0,414.0,8.03,47.0,40.0,2.1,0.4,0.7,FLA,1749.22,10.0,17.0,396.0,7.18,48.0,41.0,16.6,2.7,5.3,FLA,1305.1,8.0,7.0,307.0,6.49,47.0,26.0,4.4,0.7,1.4,7.811910569105690,7.110650406504070,5.305284552845530,7.033639143730890
606,606,24,thomas wilson,RW,"WAS
                     WAS",29,7,6500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.878787878787880
607,607,25,chandler stephenson,C,"SEA
                     SEA",30,7,6250000.0,VGK,1540.03,16.0,28.0,203.0,20.75,30.0,64.0,12.2,2.1,3.9,VGK,1386.27,16.0,18.0,173.0,12.42,18.0,41.0,-6.6,-1.1,-2.1,SEA,1099.02,10.0,14.0,105.0,6.8,39.0,21.0,1.0,0.2,0.3,6.260284552845530,5.635243902439020,4.467560975609760,7.48502994011976
608,608,26,jake debrusk,LW,"VAN
                     VAN",27,7,5500000.0,BOS,1075.2,27.0,16.0,298.0,25.14,18.0,28.0,19.8,3.4,6.4,BOS,1346.58,19.0,14.0,331.0,25.96,26.0,36.0,4.1,0.7,1.3,VAN,917.48,19.0,6.0,196.0,17.45,33.0,11.0,5.2,0.8,1.6,4.3707317073170700,5.47390243902439,3.7295934959349600,6.2857142857142900
609,609,27,matt roy,D,"WAS
                     WAS",29,6,5750000.0,L.A,1539.58,9.0,7.0,252.0,6.59,45.0,7.0,11.5,1.9,3.7,L.A,1692.48,5.0,12.0,294.0,6.79,55.0,12.0,10.7,1.8,3.4,WSH,884.97,2.0,7.0,156.0,2.58,61.0,5.0,1.0,0.2,0.3,6.258455284552850,6.88,3.597439024390240,7.2601010101010100
610,610,28,brett pesce,D,"NJD
                     NJD",29,6,5500000.0,CAR,1804.35,5.0,15.0,346.0,6.23,26.0,60.0,8.9,1.5,2.9,CAR,1419.38,3.0,3.0,306.0,5.5,18.0,35.0,3.6,0.6,1.1,N.J,997.3,1.0,6.0,143.0,2.64,40.0,17.0,-0.5,-0.1,-0.2,7.334756097560980,5.769837398373980,4.054065040650410,6.748466257668710
611,611,29,steven stamkos,C,"NSH
                     NSH",34,4,8000000.0,T.B,1540.68,33.0,30.0,448.0,33.22,54.0,25.0,18.3,3.1,5.9,T.B,1440.5,40.0,18.0,490.0,32.59,52.0,23.0,4.9,0.8,1.6,NSH,968.57,17.0,12.0,238.0,15.64,35.0,11.0,1.5,0.2,0.5,6.262926829268290,5.855691056910570,3.937276422764230,9.785932721712540
612,612,30,quinton byfield,C,"LAK
                     LAK",21,5,6250000.0,L.A,745.4,3.0,10.0,145.0,10.04,19.0,16.0,6.3,1.1,2.0,L.A,1318.85,20.0,21.0,313.0,24.97,15.0,46.0,14.5,2.4,4.6,L.A,977.48,11.0,9.0,226.0,16.73,41.0,19.0,7.7,1.3,2.4,3.030081300813010,5.361178861788620,3.9734959349593500,7.64525993883792
613,613,T31,nikita zadorov,D,"BOS
                     BOS",29,6,5000000.0,CGY,1532.07,14.0,4.0,268.0,6.47,57.0,31.0,6.3,1.1,2.0,CGY,386.47,1.0,3.0,76.0,1.17,12.0,8.0,-3.5,-0.6,-1.1,BOS,1159.3,3.0,5.0,182.0,4.19,77.0,20.0,-0.4,-0.1,-0.1,6.227926829268290,1.5710162601626000,4.7126016260162600,6.0606060606060600
614,614,T31,nikita zadorov,D,"BOS
                     BOS",29,6,5000000.0,CGY,1532.07,14.0,4.0,268.0,6.47,57.0,31.0,6.3,1.1,2.0,CGY,386.47,1.0,3.0,76.0,1.17,12.0,8.0,-0.8,-0.1,-0.3,BOS,1159.3,3.0,5.0,182.0,4.19,77.0,20.0,-0.4,-0.1,-0.1,6.227926829268290,1.5710162601626000,4.7126016260162600,5.9880239520958100
615,615,T31,nikita zadorov,D,"BOS
                     BOS",29,6,5000000.0,CGY,1532.07,14.0,4.0,268.0,6.47,57.0,31.0,6.3,1.1,2.0,VAN,921.6,5.0,8.0,176.0,2.07,20.0,9.0,-3.5,-0.6,-1.1,BOS,1159.3,3.0,5.0,182.0,4.19,77.0,20.0,-0.4,-0.1,-0.1,6.227926829268290,3.746341463414630,4.7126016260162600,5.714285714285710
616,616,T31,nikita zadorov,D,"BOS
                     BOS",29,6,5000000.0,CGY,1532.07,14.0,4.0,268.0,6.47,57.0,31.0,6.3,1.1,2.0,VAN,921.6,5.0,8.0,176.0,2.07,20.0,9.0,-0.8,-0.1,-0.3,BOS,1159.3,3.0,5.0,182.0,4.19,77.0,20.0,-0.4,-0.1,-0.1,6.227926829268290,3.746341463414630,4.7126016260162600,6.313131313131310
617,617,T31,anton lundell,C,"FLA
                     FLA",22,6,5000000.0,FLA,1195.22,12.0,11.0,262.0,16.55,41.0,37.0,3.7,0.6,1.2,FLA,1199.35,13.0,11.0,281.0,18.14,31.0,32.0,-0.7,-0.1,-0.2,FLA,938.58,13.0,15.0,216.0,13.36,40.0,21.0,8.5,1.4,2.6,4.8586178861788600,4.87540650406504,3.8153658536585400,6.134969325153370
618,618,33,alex vlasic,D,"CHI
                     CHI",22,6,4600000.0,CHI,117.82,0.0,1.0,5.0,0.04,1.0,5.0,1.8,0.3,0.6,CHI,1632.38,2.0,5.0,168.0,3.68,47.0,60.0,15.7,2.6,5.0,CHI,1308.05,2.0,8.0,151.0,3.27,68.0,38.0,4.7,0.8,1.4,0.47894308943089400,6.63569105691057,5.317276422764230,5.626911314984710
619,619,T34,sean monahan,C,"CBJ
                     CBJ",29,5,5500000.0,MTL,434.18,6.0,7.0,84.0,7.85,14.0,18.0,2.3,0.4,0.7,MTL,904.28,13.0,14.0,180.0,16.32,24.0,24.0,2.0,0.3,0.6,CBJ,797.3,14.0,17.0,180.0,17.42,41.0,8.0,12.1,2.0,3.8,1.7649593495935000,3.675934959349590,3.2410569105691100,6.727828746177370
620,620,T34,sean monahan,C,"CBJ
                     CBJ",29,5,5500000.0,MTL,434.18,6.0,7.0,84.0,7.85,14.0,18.0,2.3,0.4,0.7,MTL,904.28,13.0,14.0,180.0,16.32,24.0,24.0,7.7,1.3,2.4,CBJ,797.3,14.0,17.0,180.0,17.42,41.0,8.0,12.1,2.0,3.8,1.7649593495935000,3.675934959349590,3.2410569105691100,6.666666666666670
621,621,T34,sean monahan,C,"CBJ
                     CBJ",29,5,5500000.0,MTL,434.18,6.0,7.0,84.0,7.85,14.0,18.0,2.3,0.4,0.7,WPG,597.52,13.0,7.0,117.0,11.13,9.0,19.0,2.0,0.3,0.6,CBJ,797.3,14.0,17.0,180.0,17.42,41.0,8.0,12.1,2.0,3.8,1.7649593495935000,2.4289430894308900,3.2410569105691100,6.58682634730539
622,622,T34,sean monahan,C,"CBJ
                     CBJ",29,5,5500000.0,MTL,434.18,6.0,7.0,84.0,7.85,14.0,18.0,2.3,0.4,0.7,WPG,597.52,13.0,7.0,117.0,11.13,9.0,19.0,7.7,1.3,2.4,CBJ,797.3,14.0,17.0,180.0,17.42,41.0,8.0,12.1,2.0,3.8,1.7649593495935000,2.4289430894308900,3.2410569105691100,6.2857142857142900
623,623,T34,jonathan marchessault,C,"NSH
                     NSH",33,5,5500000.0,VGK,1302.67,28.0,16.0,436.0,25.69,30.0,40.0,9.0,1.5,2.9,VGK,1467.37,42.0,17.0,484.0,32.73,37.0,47.0,4.4,0.7,1.4,NSH,984.18,17.0,15.0,285.0,17.93,61.0,6.0,2.7,0.4,0.8,5.295406504065040,5.964918699186990,4.0007317073170700,6.944444444444450
624,624,36,chris tanev,D,"TOR
                     TOR",34,6,4500000.0,CGY,1307.82,1.0,5.0,163.0,1.65,34.0,24.0,9.1,1.5,2.9,CGY,1111.02,1.0,6.0,87.0,1.16,34.0,21.0,5.5,0.9,1.8,TOR,1084.47,1.0,5.0,89.0,1.05,58.0,9.0,12.4,2.0,3.8,5.316341463414630,4.5163414634146300,4.408414634146340,5.521472392638040
625,625,36,chris tanev,D,"TOR
                     TOR",34,6,4500000.0,CGY,1307.82,1.0,5.0,163.0,1.65,34.0,24.0,9.1,1.5,2.9,CGY,1111.02,1.0,6.0,87.0,1.16,34.0,21.0,3.9,0.6,1.2,TOR,1084.47,1.0,5.0,89.0,1.05,58.0,9.0,12.4,2.0,3.8,5.316341463414630,4.5163414634146300,4.408414634146340,5.5045871559633000
626,626,36,chris tanev,D,"TOR
                     TOR",34,6,4500000.0,CGY,1307.82,1.0,5.0,163.0,1.65,34.0,24.0,9.1,1.5,2.9,DAL,365.27,1.0,2.0,31.0,0.28,4.0,4.0,5.5,0.9,1.8,TOR,1084.47,1.0,5.0,89.0,1.05,58.0,9.0,12.4,2.0,3.8,5.316341463414630,1.4848373983739800,4.408414634146340,5.5045871559633000
627,627,36,chris tanev,D,"TOR
                     TOR",34,6,4500000.0,CGY,1307.82,1.0,5.0,163.0,1.65,34.0,24.0,9.1,1.5,2.9,DAL,365.27,1.0,2.0,31.0,0.28,4.0,4.0,3.9,0.6,1.2,TOR,1084.47,1.0,5.0,89.0,1.05,58.0,9.0,12.4,2.0,3.8,5.316341463414630,1.4848373983739800,4.408414634146340,5.454545454545450
628,628,T37,sean durzi,D,"UTA
                     UTA",25,4,6000000.0,L.A,1424.83,9.0,11.0,263.0,5.54,61.0,21.0,2.5,0.4,0.8,ARI,1726.57,9.0,11.0,337.0,8.79,67.0,22.0,7.6,1.3,2.4,UTA,85.83,0.0,1.0,11.0,0.25,10.0,3.0,2.6,0.4,0.8,5.791991869918700,7.018577235772360,0.3489024390243900,7.18562874251497
629,629,T37,tyler toffoli,RW,"SJS
                     SJS",32,4,6000000.0,CGY,1361.3,34.0,20.0,477.0,29.4,32.0,41.0,21.1,3.6,6.8,N.J,1069.63,26.0,11.0,344.0,24.67,29.0,23.0,7.0,1.1,2.2,S.J,900.38,20.0,6.0,273.0,18.21,39.0,16.0,5.9,1.0,1.8,5.5337398373983700,4.348089430894310,3.660081300813010,6.857142857142860
630,630,T37,tyler toffoli,RW,"SJS
                     SJS",32,4,6000000.0,CGY,1361.3,34.0,20.0,477.0,29.4,32.0,41.0,21.1,3.6,6.8,N.J,1069.63,26.0,11.0,344.0,24.67,29.0,23.0,4.7,0.8,1.5,S.J,900.38,20.0,6.0,273.0,18.21,39.0,16.0,5.9,1.0,1.8,5.5337398373983700,4.348089430894310,3.660081300813010,7.575757575757580
631,631,T37,tyler toffoli,RW,"SJS
                     SJS",32,4,6000000.0,CGY,1361.3,34.0,20.0,477.0,29.4,32.0,41.0,21.1,3.6,6.8,WPG,270.08,7.0,3.0,89.0,6.11,2.0,9.0,7.0,1.1,2.2,S.J,900.38,20.0,6.0,273.0,18.21,39.0,16.0,5.9,1.0,1.8,5.5337398373983700,1.0978861788617900,3.660081300813010,7.361963190184050
632,632,T37,tyler toffoli,RW,"SJS
                     SJS",32,4,6000000.0,CGY,1361.3,34.0,20.0,477.0,29.4,32.0,41.0,21.1,3.6,6.8,WPG,270.08,7.0,3.0,89.0,6.11,2.0,9.0,4.7,0.8,1.5,S.J,900.38,20.0,6.0,273.0,18.21,39.0,16.0,5.9,1.0,1.8,5.5337398373983700,1.0978861788617900,3.660081300813010,7.339449541284400
633,633,39,rasmus sandin,D,"WAS
                     WAS",23,5,4600000.0,TOR,935.42,4.0,3.0,119.0,2.53,38.0,18.0,0.9,0.1,0.3,WSH,1435.97,3.0,12.0,194.0,4.97,31.0,23.0,-1.7,-0.3,-0.6,WSH,1058.82,4.0,10.0,160.0,4.04,50.0,17.0,13.6,2.2,4.2,3.8025203252032500,5.837276422764230,4.304146341463410,5.626911314984710
634,634,39,rasmus sandin,D,"WAS
                     WAS",23,5,4600000.0,TOR,935.42,4.0,3.0,119.0,2.53,38.0,18.0,1.0,0.2,0.3,WSH,1435.97,3.0,12.0,194.0,4.97,31.0,23.0,-1.7,-0.3,-0.6,WSH,1058.82,4.0,10.0,160.0,4.04,50.0,17.0,13.6,2.2,4.2,3.8025203252032500,5.837276422764230,4.304146341463410,5.575757575757580
635,635,39,rasmus sandin,D,"WAS
                     WAS",23,5,4600000.0,WSH,436.78,3.0,7.0,55.0,1.15,10.0,7.0,0.9,0.1,0.3,WSH,1435.97,3.0,12.0,194.0,4.97,31.0,23.0,-1.7,-0.3,-0.6,WSH,1058.82,4.0,10.0,160.0,4.04,50.0,17.0,13.6,2.2,4.2,1.7755284552845500,5.837276422764230,4.304146341463410,5.508982035928140
636,636,39,rasmus sandin,D,"WAS
                     WAS",23,5,4600000.0,WSH,436.78,3.0,7.0,55.0,1.15,10.0,7.0,1.0,0.2,0.3,WSH,1435.97,3.0,12.0,194.0,4.97,31.0,23.0,-1.7,-0.3,-0.6,WSH,1058.82,4.0,10.0,160.0,4.04,50.0,17.0,13.6,2.2,4.2,1.7755284552845500,5.837276422764230,4.304146341463410,5.257142857142860
637,637,40,tyler bertuzzi,LW,"CHI
                     CHI",29,4,5500000.0,BOS,346.53,4.0,7.0,82.0,5.87,13.0,13.0,2.4,0.4,0.8,TOR,1283.65,21.0,13.0,307.0,27.59,47.0,44.0,8.3,1.4,2.6,CHI,887.1,17.0,7.0,171.0,18.02,34.0,15.0,4.0,0.7,1.3,1.4086585365853700,5.2180894308943100,3.60609756097561,6.944444444444450
638,638,40,tyler bertuzzi,LW,"CHI
                     CHI",29,4,5500000.0,BOS,346.53,4.0,7.0,82.0,5.87,13.0,13.0,6.7,1.1,2.2,TOR,1283.65,21.0,13.0,307.0,27.59,47.0,44.0,8.3,1.4,2.6,CHI,887.1,17.0,7.0,171.0,18.02,34.0,15.0,4.0,0.7,1.3,1.4086585365853700,5.2180894308943100,3.60609756097561,6.748466257668710
639,639,40,tyler bertuzzi,LW,"CHI
                     CHI",29,4,5500000.0,DET,477.87,4.0,5.0,100.0,6.98,16.0,6.0,2.4,0.4,0.8,TOR,1283.65,21.0,13.0,307.0,27.59,47.0,44.0,8.3,1.4,2.6,CHI,887.1,17.0,7.0,171.0,18.02,34.0,15.0,4.0,0.7,1.3,1.942560975609760,5.2180894308943100,3.60609756097561,6.727828746177370
640,640,40,tyler bertuzzi,LW,"CHI
                     CHI",29,4,5500000.0,DET,477.87,4.0,5.0,100.0,6.98,16.0,6.0,6.7,1.1,2.2,TOR,1283.65,21.0,13.0,307.0,27.59,47.0,44.0,8.3,1.4,2.6,CHI,887.1,17.0,7.0,171.0,18.02,34.0,15.0,4.0,0.7,1.3,1.942560975609760,5.2180894308943100,3.60609756097561,6.727828746177370
641,641,41,dylan demelo,D,"WPG
                     WPG",31,4,4900000.0,WPG,1467.15,5.0,11.0,193.0,4.5,46.0,20.0,11.2,1.9,3.6,WPG,1781.83,3.0,12.0,192.0,2.6,60.0,14.0,13.9,2.3,4.4,WPG,1199.92,3.0,5.0,125.0,2.04,58.0,23.0,7.2,1.2,2.2,5.964024390243900,7.24321138211382,4.8777235772357700,5.9393939393939400
642,642,42,sean walker,D,"CAR
                     CAR",29,5,3600000.0,L.A,1038.47,3.0,5.0,185.0,4.69,32.0,13.0,-0.4,-0.1,-0.1,COL,323.08,4.0,3.0,77.0,2.03,3.0,6.0,0.0,0.0,0.0,CAR,906.87,2.0,4.0,256.0,4.43,42.0,25.0,-1.1,-0.2,-0.3,4.2214227642276400,1.3133333333333300,3.686463414634150,4.311377245508980
643,643,42,sean walker,D,"CAR
                     CAR",29,5,3600000.0,L.A,1038.47,3.0,5.0,185.0,4.69,32.0,13.0,-0.4,-0.1,-0.1,COL,323.08,4.0,3.0,77.0,2.03,3.0,6.0,12.1,2.0,3.8,CAR,906.87,2.0,4.0,256.0,4.43,42.0,25.0,-1.1,-0.2,-0.3,4.2214227642276400,1.3133333333333300,3.686463414634150,4.114285714285710
644,644,42,sean walker,D,"CAR
                     CAR",29,5,3600000.0,L.A,1038.47,3.0,5.0,185.0,4.69,32.0,13.0,-0.4,-0.1,-0.1,PHI,1234.23,6.0,6.0,234.0,6.39,22.0,35.0,0.0,0.0,0.0,CAR,906.87,2.0,4.0,256.0,4.43,42.0,25.0,-1.1,-0.2,-0.3,4.2214227642276400,5.017195121951220,3.686463414634150,4.545454545454550
645,645,42,sean walker,D,"CAR
                     CAR",29,5,3600000.0,L.A,1038.47,3.0,5.0,185.0,4.69,32.0,13.0,-0.4,-0.1,-0.1,PHI,1234.23,6.0,6.0,234.0,6.39,22.0,35.0,12.1,2.0,3.8,CAR,906.87,2.0,4.0,256.0,4.43,42.0,25.0,-1.1,-0.2,-0.3,4.2214227642276400,5.017195121951220,3.686463414634150,4.41717791411043
646,646,43,casey mittelstadt,C,"COL
                     COL",25,3,5750000.0,BUF,1289.72,15.0,26.0,228.0,14.78,42.0,50.0,12.9,2.2,4.2,BUF,1132.75,14.0,17.0,187.0,11.76,34.0,33.0,14.1,2.3,4.5,COL,979.15,9.0,15.0,132.0,9.14,56.0,13.0,9.0,1.5,2.8,5.242764227642280,4.604674796747970,3.980284552845530,7.033639143730890
647,647,43,casey mittelstadt,C,"COL
                     COL",25,3,5750000.0,BUF,1289.72,15.0,26.0,228.0,14.78,42.0,50.0,12.9,2.2,4.2,BUF,1132.75,14.0,17.0,187.0,11.76,34.0,33.0,0.9,0.1,0.3,COL,979.15,9.0,15.0,132.0,9.14,56.0,13.0,9.0,1.5,2.8,5.242764227642280,4.604674796747970,3.980284552845530,7.033639143730890
648,648,43,casey mittelstadt,C,"COL
                     COL",25,3,5750000.0,BUF,1289.72,15.0,26.0,228.0,14.78,42.0,50.0,12.9,2.2,4.2,COL,285.62,4.0,2.0,52.0,3.67,8.0,12.0,14.1,2.3,4.5,COL,979.15,9.0,15.0,132.0,9.14,56.0,13.0,9.0,1.5,2.8,5.242764227642280,1.1610569105691100,3.980284552845530,6.969696969696970
649,649,43,casey mittelstadt,C,"COL
                     COL",25,3,5750000.0,BUF,1289.72,15.0,26.0,228.0,14.78,42.0,50.0,12.9,2.2,4.2,COL,285.62,4.0,2.0,52.0,3.67,8.0,12.0,0.9,0.1,0.3,COL,979.15,9.0,15.0,132.0,9.14,56.0,13.0,9.0,1.5,2.8,5.242764227642280,1.1610569105691100,3.980284552845530,6.88622754491018
650,650,44,aliaksei protas,C,"WAS
                     WAS",23,5,3375000.0,WSH,668.0,4.0,5.0,139.0,8.34,21.0,17.0,3.4,0.6,1.1,WSH,1072.2,6.0,13.0,203.0,13.7,33.0,44.0,10.7,1.8,3.4,WSH,909.47,22.0,17.0,183.0,15.68,43.0,17.0,13.3,2.2,4.1,2.7154471544715400,4.358536585365850,3.697032520325200,3.8571428571428600
651,651,45,teuvo teravainen,C,"CHI
                     CHI",29,3,5400000.0,CAR,1149.8,12.0,18.0,235.0,14.16,49.0,36.0,-1.2,-0.2,-0.4,CAR,1246.53,25.0,16.0,280.0,15.03,40.0,40.0,7.8,1.3,2.5,CHI,919.68,12.0,17.0,149.0,8.57,47.0,11.0,4.3,0.7,1.3,4.673983739837400,5.06719512195122,3.7385365853658500,6.8181818181818200
652,652,46,marcus foligno,LW,"MIN
                     MIN",32,4,4000000.0,MIN,974.4,7.0,7.0,153.0,10.68,25.0,27.0,1.6,0.3,0.5,MIN,796.52,10.0,8.0,108.0,9.31,18.0,26.0,2.1,0.3,0.7,MIN,793.55,10.0,6.0,108.0,14.13,36.0,16.0,9.5,1.6,3.0,3.9609756097561000,3.237886178861790,3.225813008130080,4.9079754601227000
653,653,47,joel edmundson,D,"LAK
                     LAK",31,4,3850000.0,MTL,1193.5,2.0,4.0,126.0,2.74,71.0,12.0,-5.7,-1.0,-1.8,TOR,160.17,0.0,0.0,16.0,0.22,8.0,1.0,1.2,0.2,0.4,L.A,1020.67,4.0,3.0,163.0,2.31,34.0,16.0,3.5,0.6,1.1,4.8516260162601600,0.6510975609756100,4.149065040650410,4.709480122324160
654,654,47,joel edmundson,D,"LAK
                     LAK",31,4,3850000.0,MTL,1193.5,2.0,4.0,126.0,2.74,71.0,12.0,-5.7,-1.0,-1.8,TOR,160.17,0.0,0.0,16.0,0.22,8.0,1.0,-0.5,-0.1,-0.2,L.A,1020.67,4.0,3.0,163.0,2.31,34.0,16.0,3.5,0.6,1.1,4.8516260162601600,0.6510975609756100,4.149065040650410,4.709480122324160
655,655,47,joel edmundson,D,"LAK
                     LAK",31,4,3850000.0,MTL,1193.5,2.0,4.0,126.0,2.74,71.0,12.0,-5.7,-1.0,-1.8,WSH,723.13,1.0,2.0,106.0,2.06,28.0,8.0,1.2,0.2,0.4,L.A,1020.67,4.0,3.0,163.0,2.31,34.0,16.0,3.5,0.6,1.1,4.8516260162601600,2.939552845528460,4.149065040650410,4.666666666666670
656,656,47,joel edmundson,D,"LAK
                     LAK",31,4,3850000.0,MTL,1193.5,2.0,4.0,126.0,2.74,71.0,12.0,-5.7,-1.0,-1.8,WSH,723.13,1.0,2.0,106.0,2.06,28.0,8.0,-0.5,-0.1,-0.2,L.A,1020.67,4.0,3.0,163.0,2.31,34.0,16.0,3.5,0.6,1.1,4.8516260162601600,2.939552845528460,4.149065040650410,4.610778443113770
657,657,48,max domi,LW,"TOR
                     TOR",29,4,3750000.0,CHI,1098.2,18.0,18.0,251.0,17.28,43.0,47.0,-2.9,-0.5,-0.9,TOR,1102.8,9.0,23.0,253.0,12.95,42.0,26.0,11.3,1.9,3.6,TOR,689.3,3.0,11.0,134.0,6.54,39.0,12.0,2.2,0.4,0.7,4.464227642276420,4.482926829268290,2.802032520325200,4.285714285714290
658,658,48,max domi,LW,"TOR
                     TOR",29,4,3750000.0,CHI,1098.2,18.0,18.0,251.0,17.28,43.0,47.0,0.6,0.1,0.2,TOR,1102.8,9.0,23.0,253.0,12.95,42.0,26.0,11.3,1.9,3.6,TOR,689.3,3.0,11.0,134.0,6.54,39.0,12.0,2.2,0.4,0.7,4.464227642276420,4.482926829268290,2.802032520325200,4.734848484848480
659,659,48,max domi,LW,"TOR
                     TOR",29,4,3750000.0,DAL,323.68,2.0,4.0,72.0,4.53,8.0,18.0,-2.9,-0.5,-0.9,TOR,1102.8,9.0,23.0,253.0,12.95,42.0,26.0,11.3,1.9,3.6,TOR,689.3,3.0,11.0,134.0,6.54,39.0,12.0,2.2,0.4,0.7,1.3157723577235800,4.482926829268290,2.802032520325200,4.601226993865030
660,660,48,max domi,LW,"TOR
                     TOR",29,4,3750000.0,DAL,323.68,2.0,4.0,72.0,4.53,8.0,18.0,0.6,0.1,0.2,TOR,1102.8,9.0,23.0,253.0,12.95,42.0,26.0,11.3,1.9,3.6,TOR,689.3,3.0,11.0,134.0,6.54,39.0,12.0,2.2,0.4,0.7,1.3157723577235800,4.482926829268290,2.802032520325200,4.587155963302750
