,Unnamed: 0,Rank,player_name,position,"Team Currently With","Age",Contract_Length,AAV,team_x,TOI_22_23,Goals_22_23,A1_22_23,iCF_22_23,ixG_22_23,Giveaways_22_23,Takeaways_22_23,GAR_22_23,WAR_22_23,SPAR_22_23,team_y,TOI_23_24,Goals_23_24,A1_23_24,iCF_23_24,ixG_23_24,Giveaways_23_24,Takeaways_23_24,GAR_23_24,WAR_23_24,SPAR_23_24,team,TOI_24_25,Goals_24_25,A1_24_25,iCF_24_25,ixG_24_25,Giveaways_24_25,Takeaways_24_25,GAR_24_25,WAR_24_25,SPAR_24_25,TOI%_22_23,TOI%_23_24,TOI%_24_25,prev_cap_hit_pct
295,295,16,j.t. miller,C,"NYR
                     NYR",29,7,8000000.0,VAN,1675.03,32.0,37.0,403.0,25.31,46.0,58.0,-0.6,-0.1,-0.2,VAN,1578.68,37.0,44.0,376.0,30.66,50.0,36.0,12.9,2.1,4.1,VAN,718.12,9.0,17.0,151.0,11.75,36.0,11.0,3.3,0.5,1.0,6.809065040650410,6.41739837398374,2.919186991869920,9.815950920245400
296,296,T17,anthony cirelli,C,"TBL
                     TBL",25,8,6250000.0,T.B,960.53,11.0,12.0,189.0,16.48,15.0,40.0,7.3,1.2,2.4,T.B,1463.62,20.0,13.0,241.0,19.48,24.0,48.0,8.0,1.3,2.5,T.B,1004.42,20.0,12.0,196.0,20.63,41.0,14.0,11.6,1.9,3.6,3.904593495934960,5.949674796747970,4.0830081300813,7.64525993883792
297,297,T17,mackenzie weegar,D,"CGY
                     CGY",28,8,6250000.0,CGY,1708.82,4.0,9.0,356.0,6.99,62.0,38.0,9.3,1.6,3.0,CGY,1880.18,20.0,14.0,471.0,9.05,75.0,46.0,9.2,1.5,2.9,CGY,1299.97,6.0,11.0,297.0,6.18,102.0,34.0,11.8,1.9,3.7,6.946422764227640,7.643008130081300,5.284430894308940,7.64525993883792
298,298,T17,travis sanheim,D,"PHI
                     PHI",26,8,6250000.0,PHI,1653.0,7.0,11.0,206.0,7.65,42.0,22.0,-4.8,-0.8,-1.5,PHI,1929.2,10.0,17.0,320.0,10.91,47.0,37.0,3.7,0.6,1.2,PHI,1400.02,6.0,8.0,220.0,8.29,83.0,36.0,4.8,0.8,1.5,6.719512195121950,7.842276422764230,5.691138211382110,7.575757575757580
299,299,T17,damon severson,D,"CBJ
                     CBJ",28,8,6250000.0,N.J,1616.35,7.0,12.0,245.0,5.91,41.0,28.0,1.9,0.3,0.6,CBJ,1416.92,9.0,9.0,216.0,5.94,33.0,36.0,1.5,0.2,0.5,CBJ,1068.57,6.0,12.0,165.0,6.54,67.0,23.0,5.9,1.0,1.8,6.570528455284550,5.759837398373980,4.343780487804880,7.48502994011976
300,300,21,tage thompson,C,"BUF
                     BUF",25,7,7142857.0,BUF,1449.07,47.0,27.0,545.0,34.16,40.0,43.0,12.0,2.0,3.9,BUF,1286.35,29.0,16.0,474.0,24.44,21.0,28.0,9.8,1.6,3.1,BUF,898.38,26.0,16.0,318.0,14.9,27.0,15.0,8.5,1.4,2.6,5.890528455284550,5.229065040650410,3.651951219512200,8.163265142857140
301,301,22,dylan cozens,C,"BUF
                     BUF",21,7,7100000.0,BUF,1336.25,31.0,21.0,336.0,26.96,20.0,36.0,5.4,0.9,1.8,BUF,1360.82,18.0,22.0,367.0,23.63,36.0,28.0,0.6,0.1,0.2,BUF,938.32,11.0,10.0,216.0,14.2,50.0,12.0,-1.7,-0.3,-0.5,5.431910569105690,5.531788617886180,3.814308943089430,8.964646464646460
302,302,T23,matthew boldy,LW,"MIN
                     MIN",21,7,7000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.588957055214720
303,303,T23,troy terry,RW,"ANA
                     ANA",25,7,7000000.0,ANA,1356.1,23.0,22.0,352.0,26.49,27.0,43.0,13.9,2.4,4.5,ANA,1389.9,20.0,22.0,354.0,18.23,44.0,45.0,13.7,2.2,4.3,ANA,928.47,16.0,12.0,240.0,15.62,44.0,17.0,3.6,0.6,1.1,5.51260162601626,5.65,3.7742682926829300,8.56269113149847
304,304,25,erik cernak,D,"TBL
                     TBL",25,8,5200000.0,T.B,1347.13,2.0,5.0,166.0,3.66,31.0,21.0,-3.8,-0.7,-1.2,T.B,1323.58,2.0,6.0,130.0,2.39,25.0,16.0,0.4,0.1,0.1,T.B,902.9,2.0,6.0,122.0,2.14,24.0,10.0,-2.2,-0.4,-0.7,5.476138211382110,5.38040650406504,3.6703252032520300,6.36085626911315
305,305,26,michael anderson,D,"LAK
                     LAK",23,8,4125000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
306,306,27,alexander debrincat,RW,"DET
                     DET",25,4,7875000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.431137724550900
307,307,28,mattias samuelsson,D,"BUF
                     BUF",22,7,4285714.0,BUF,1219.15,2.0,3.0,138.0,4.15,21.0,21.0,3.5,0.6,1.1,BUF,840.5,1.0,2.0,94.0,1.12,24.0,8.0,3.1,0.5,1.0,BUF,647.82,3.0,3.0,76.0,1.21,32.0,5.0,1.0,0.2,0.3,4.9558943089430900,3.4166666666666700,2.633414634146340,4.897958857142860
308,308,29,vince dunn,D,"SEA
                     SEA",26,4,7350000.0,SEA,1916.93,14.0,24.0,335.0,10.23,54.0,50.0,22.2,3.8,7.1,SEA,1362.13,11.0,19.0,328.0,7.01,34.0,30.0,5.7,0.9,1.8,SEA,819.2,10.0,6.0,185.0,4.5,51.0,14.0,6.7,1.1,2.1,7.79239837398374,5.537113821138210,3.3300813008130100,9.280303030303030
309,309,30,ryan graves,D,"PIT
                     PIT",28,6,4500000.0,N.J,1556.17,8.0,5.0,290.0,5.33,47.0,23.0,10.6,1.8,3.4,PIT,1287.15,3.0,3.0,190.0,3.15,40.0,19.0,-4.4,-0.7,-1.4,PIT,612.88,0.0,0.0,98.0,1.02,43.0,13.0,2.4,0.4,0.7,6.325894308943090,5.232317073170730,2.491382113821140,5.521472392638040
310,310,31,j.t compher,C,"DET
                     DET",28,5,5100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.238532110091740
311,311,T32,dylan strome,C,"WAS
                     WAS",25,5,5000000.0,WSH,1351.65,23.0,24.0,275.0,23.14,42.0,45.0,14.7,2.5,4.7,WSH,1471.9,27.0,31.0,309.0,27.39,35.0,41.0,11.0,1.8,3.5,WSH,967.85,16.0,20.0,176.0,13.83,46.0,16.0,4.0,0.7,1.2,5.494512195121950,5.983333333333330,3.934349593495940,6.116207951070340
312,312,T32,ivan barbashev,C,"VGK
                     VGK",27,5,5000000.0,STL,968.33,10.0,9.0,161.0,11.72,28.0,34.0,0.0,0.0,0.0,VGK,1321.28,19.0,19.0,236.0,19.24,37.0,28.0,7.8,1.3,2.5,VGK,784.23,15.0,13.0,150.0,11.43,57.0,15.0,4.6,0.8,1.4,3.9363008130081300,5.371056910569110,3.1879268292682900,6.0606060606060600
313,313,T32,ivan barbashev,C,"VGK
                     VGK",27,5,5000000.0,STL,968.33,10.0,9.0,161.0,11.72,28.0,34.0,2.4,0.4,0.8,VGK,1321.28,19.0,19.0,236.0,19.24,37.0,28.0,7.8,1.3,2.5,VGK,784.23,15.0,13.0,150.0,11.43,57.0,15.0,4.6,0.8,1.4,3.9363008130081300,5.371056910569110,3.1879268292682900,5.9880239520958100
314,314,T32,ivan barbashev,C,"VGK
                     VGK",27,5,5000000.0,VGK,406.2,6.0,7.0,58.0,6.18,12.0,15.0,0.0,0.0,0.0,VGK,1321.28,19.0,19.0,236.0,19.24,37.0,28.0,7.8,1.3,2.5,VGK,784.23,15.0,13.0,150.0,11.43,57.0,15.0,4.6,0.8,1.4,1.651219512195120,5.371056910569110,3.1879268292682900,5.714285714285710
315,315,T32,ivan barbashev,C,"VGK
                     VGK",27,5,5000000.0,VGK,406.2,6.0,7.0,58.0,6.18,12.0,15.0,2.4,0.4,0.8,VGK,1321.28,19.0,19.0,236.0,19.24,37.0,28.0,7.8,1.3,2.5,VGK,784.23,15.0,13.0,150.0,11.43,57.0,15.0,4.6,0.8,1.4,1.651219512195120,5.371056910569110,3.1879268292682900,6.313131313131310
316,316,T32,alexander killorn,C,"ANA
                     ANA",33,4,6250000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.668711656441720
317,317,35,scott mayfield,D,"NYI
                     NYI",30,7,3500000.0,NYI,1721.2,6.0,9.0,296.0,4.98,64.0,21.0,-1.8,-0.3,-0.6,NYI,769.35,0.0,3.0,107.0,1.22,35.0,7.0,-1.3,-0.2,-0.4,NYI,877.73,2.0,3.0,120.0,1.83,46.0,18.0,5.3,0.9,1.6,6.996747967479670,3.127439024390240,3.5680081300813000,4.281345565749240
318,318,T36,trevor moore,LW,"LAK
                     LAK",27,5,4200000.0,L.A,1002.1,10.0,14.0,264.0,16.99,20.0,27.0,5.7,1.0,1.8,L.A,1474.3,31.0,14.0,440.0,32.64,25.0,39.0,14.5,2.4,4.6,L.A,749.43,8.0,5.0,189.0,12.0,24.0,19.0,0.5,0.1,0.2,4.073577235772360,5.993089430894310,3.0464634146341500,5.137614678899080
319,319,T36,pierre engvall,LW,"NYI
                     NYI",27,7,3000000.0,NYI,274.68,5.0,2.0,66.0,3.65,15.0,10.0,6.9,1.2,2.2,NYI,1134.2,10.0,12.0,242.0,15.99,37.0,22.0,-0.5,-0.1,-0.2,NYI,421.83,3.0,2.0,63.0,3.49,22.0,4.0,-2.2,-0.4,-0.7,1.1165853658536600,4.610569105691060,1.7147560975609800,3.6363636363636400
320,320,T36,pierre engvall,LW,"NYI
                     NYI",27,7,3000000.0,NYI,274.68,5.0,2.0,66.0,3.65,15.0,10.0,2.8,0.5,0.9,NYI,1134.2,10.0,12.0,242.0,15.99,37.0,22.0,-0.5,-0.1,-0.2,NYI,421.83,3.0,2.0,63.0,3.49,22.0,4.0,-2.2,-0.4,-0.7,1.1165853658536600,4.610569105691060,1.7147560975609800,3.592814371257490
321,321,T36,pierre engvall,LW,"NYI
                     NYI",27,7,3000000.0,TOR,761.72,12.0,6.0,183.0,11.24,23.0,15.0,6.9,1.2,2.2,NYI,1134.2,10.0,12.0,242.0,15.99,37.0,22.0,-0.5,-0.1,-0.2,NYI,421.83,3.0,2.0,63.0,3.49,22.0,4.0,-2.2,-0.4,-0.7,3.0964227642276400,4.610569105691060,1.7147560975609800,3.428571428571430
322,322,T36,pierre engvall,LW,"NYI
                     NYI",27,7,3000000.0,TOR,761.72,12.0,6.0,183.0,11.24,23.0,15.0,2.8,0.5,0.9,NYI,1134.2,10.0,12.0,242.0,15.99,37.0,22.0,-0.5,-0.1,-0.2,NYI,421.83,3.0,2.0,63.0,3.49,22.0,4.0,-2.2,-0.4,-0.7,3.0964227642276400,4.610569105691060,1.7147560975609800,3.787878787878790
323,323,38,pavel zacha,C,"BOS
                     BOS",25,4,4750000.0,BOS,1316.73,21.0,18.0,219.0,16.5,35.0,31.0,14.3,2.4,4.6,BOS,1412.2,21.0,18.0,258.0,21.5,35.0,28.0,10.0,1.6,3.2,BOS,1091.82,12.0,12.0,186.0,15.93,42.0,18.0,8.0,1.3,2.5,5.352560975609760,5.740650406504070,4.4382926829268300,5.828220858895710
324,324,39,artem zub,D,"OTT
                     OTT",27,4,4600000.0,OTT,1073.42,3.0,1.0,109.0,2.34,31.0,8.0,1.0,0.2,0.3,OTT,1450.25,5.0,11.0,188.0,5.11,31.0,14.0,8.5,1.4,2.7,OTT,624.6,2.0,1.0,85.0,2.6,29.0,9.0,1.7,0.3,0.5,4.36349593495935,5.895325203252030,2.5390243902439000,5.626911314984710
325,325,40,ryan o'reilly,C,"NSH
                     NSH",32,4,4500000.0,STL,736.23,12.0,3.0,132.0,9.79,8.0,36.0,-0.9,-0.1,-0.3,NSH,1620.8,26.0,15.0,294.0,29.6,30.0,64.0,16.2,2.7,5.2,NSH,959.8,14.0,13.0,171.0,18.27,40.0,19.0,3.8,0.6,1.2,2.9928048780487800,6.588617886178860,3.9016260162601600,5.5045871559633000
326,326,40,ryan o'reilly,C,"NSH
                     NSH",32,4,4500000.0,STL,736.23,12.0,3.0,132.0,9.79,8.0,36.0,5.8,1.0,1.9,NSH,1620.8,26.0,15.0,294.0,29.6,30.0,64.0,16.2,2.7,5.2,NSH,959.8,14.0,13.0,171.0,18.27,40.0,19.0,3.8,0.6,1.2,2.9928048780487800,6.588617886178860,3.9016260162601600,5.454545454545450
327,327,40,ryan o'reilly,C,"NSH
                     NSH",32,4,4500000.0,TOR,215.02,4.0,5.0,31.0,3.08,2.0,10.0,-0.9,-0.1,-0.3,NSH,1620.8,26.0,15.0,294.0,29.6,30.0,64.0,16.2,2.7,5.2,NSH,959.8,14.0,13.0,171.0,18.27,40.0,19.0,3.8,0.6,1.2,0.8740650406504070,6.588617886178860,3.9016260162601600,5.389221556886230
328,328,40,ryan o'reilly,C,"NSH
                     NSH",32,4,4500000.0,TOR,215.02,4.0,5.0,31.0,3.08,2.0,10.0,5.8,1.0,1.9,NSH,1620.8,26.0,15.0,294.0,29.6,30.0,64.0,16.2,2.7,5.2,NSH,959.8,14.0,13.0,171.0,18.27,40.0,19.0,3.8,0.6,1.2,0.8740650406504070,6.588617886178860,3.9016260162601600,5.142857142857140
329,329,41,filip chytil,LW,"VAN
                     VAN",23,4,4437500.0,NYR,1086.6,22.0,16.0,312.0,20.01,35.0,30.0,8.9,1.5,2.9,NYR,159.3,0.0,4.0,40.0,1.72,2.0,3.0,2.0,0.3,0.6,NYR,587.78,11.0,4.0,178.0,10.14,25.0,8.0,2.8,0.5,0.9,4.417073170731710,0.6475609756097560,2.389349593495940,5.602904040404040
330,330,41,filip chytil,LW,"VAN
                     VAN",23,4,4437500.0,NYR,1086.6,22.0,16.0,312.0,20.01,35.0,30.0,8.9,1.5,2.9,NYR,159.3,0.0,4.0,40.0,1.72,2.0,3.0,2.0,0.3,0.6,VAN,74.63,1.0,2.0,18.0,0.86,4.0,4.0,2.8,0.5,0.9,4.417073170731710,0.6475609756097560,0.30337398373983700,5.4447852760736200
331,331,42,trevor zegras,C,"ANA
                     ANA",22,3,5750000.0,ANA,1525.63,23.0,24.0,369.0,17.32,75.0,31.0,0.6,0.1,0.2,ANA,529.75,6.0,4.0,135.0,7.81,16.0,15.0,-0.3,-0.1,-0.1,ANA,539.67,6.0,5.0,122.0,7.45,25.0,8.0,-2.3,-0.4,-0.7,6.201747967479680,2.1534552845528500,2.1937804878048800,7.033639143730890
332,332,43,jonas siegenthaler,D,"NJD
                     NJD",25,5,3400000.0,N.J,1612.32,4.0,7.0,189.0,3.19,36.0,29.0,14.0,2.4,4.5,N.J,1102.3,1.0,3.0,151.0,2.83,30.0,9.0,-10.9,-1.8,-3.5,N.J,1078.08,2.0,1.0,133.0,2.65,59.0,14.0,9.1,1.5,2.8,6.554146341463410,4.480894308943090,4.382439024390240,4.159021406727830
333,333,44,ross colton,C,"COL
                     COL",26,4,4000000.0,T.B,1000.9,16.0,10.0,269.0,18.37,20.0,38.0,0.9,0.2,0.3,COL,1097.53,17.0,14.0,310.0,23.0,23.0,37.0,0.3,0.0,0.1,COL,628.45,13.0,3.0,174.0,13.53,33.0,9.0,3.8,0.6,1.2,4.06869918699187,4.46150406504065,2.554674796747970,4.848484848484850
334,334,45,dmitry orlov,D,"CAR
                     CAR",31,2,7750000.0,BOS,511.0,4.0,6.0,86.0,2.19,14.0,10.0,-1.6,-0.3,-0.5,CAR,1419.82,6.0,6.0,320.0,7.88,36.0,26.0,10.4,1.7,3.3,CAR,1106.75,4.0,9.0,231.0,5.1,68.0,17.0,7.3,1.2,2.3,2.0772357723577200,5.7716260162601600,4.498983739837400,9.281437125748500
335,335,45,dmitry orlov,D,"CAR
                     CAR",31,2,7750000.0,BOS,511.0,4.0,6.0,86.0,2.19,14.0,10.0,-0.1,0.0,0.0,CAR,1419.82,6.0,6.0,320.0,7.88,36.0,26.0,10.4,1.7,3.3,CAR,1106.75,4.0,9.0,231.0,5.1,68.0,17.0,7.3,1.2,2.3,2.0772357723577200,5.7716260162601600,4.498983739837400,8.857142857142860
336,336,45,dmitry orlov,D,"CAR
                     CAR",31,2,7750000.0,WSH,976.93,3.0,7.0,152.0,4.33,35.0,20.0,-1.6,-0.3,-0.5,CAR,1419.82,6.0,6.0,320.0,7.88,36.0,26.0,10.4,1.7,3.3,CAR,1106.75,4.0,9.0,231.0,5.1,68.0,17.0,7.3,1.2,2.3,3.971260162601630,5.7716260162601600,4.498983739837400,9.785353535353540
337,337,45,dmitry orlov,D,"CAR
                     CAR",31,2,7750000.0,WSH,976.93,3.0,7.0,152.0,4.33,35.0,20.0,-0.1,0.0,0.0,CAR,1419.82,6.0,6.0,320.0,7.88,36.0,26.0,10.4,1.7,3.3,CAR,1106.75,4.0,9.0,231.0,5.1,68.0,17.0,7.3,1.2,2.3,3.971260162601630,5.7716260162601600,4.498983739837400,9.509202453987730
338,338,46,miles wood,LW,"COL
                     COL",27,6,2500000.0,N.J,920.08,13.0,10.0,276.0,15.53,33.0,16.0,-4.7,-0.8,-1.5,COL,1012.63,9.0,14.0,282.0,19.13,15.0,41.0,-5.3,-0.9,-1.7,COL,266.42,2.0,0.0,83.0,4.17,14.0,2.0,0.1,0.0,0.0,3.7401626016260200,4.116382113821140,1.0830081300813000,3.058103975535170
339,339,47,michael bunting,LW,"PIT
                     PIT",27,3,4500000.0,TOR,1295.35,23.0,19.0,298.0,27.78,38.0,49.0,8.1,1.4,2.6,CAR,906.67,13.0,18.0,238.0,16.44,41.0,22.0,-1.2,-0.2,-0.4,PIT,841.92,14.0,8.0,218.0,15.29,37.0,10.0,3.0,0.5,0.9,5.265650406504070,3.685650406504070,3.422439024390240,5.5045871559633000
340,340,47,michael bunting,LW,"PIT
                     PIT",27,3,4500000.0,TOR,1295.35,23.0,19.0,298.0,27.78,38.0,49.0,8.1,1.4,2.6,CAR,906.67,13.0,18.0,238.0,16.44,41.0,22.0,5.2,0.9,1.7,PIT,841.92,14.0,8.0,218.0,15.29,37.0,10.0,3.0,0.5,0.9,5.265650406504070,3.685650406504070,3.422439024390240,5.454545454545450
341,341,47,michael bunting,LW,"PIT
                     PIT",27,3,4500000.0,TOR,1295.35,23.0,19.0,298.0,27.78,38.0,49.0,8.1,1.4,2.6,PIT,363.82,6.0,8.0,94.0,9.09,6.0,16.0,-1.2,-0.2,-0.4,PIT,841.92,14.0,8.0,218.0,15.29,37.0,10.0,3.0,0.5,0.9,5.265650406504070,1.4789430894308900,3.422439024390240,5.389221556886230
342,342,47,michael bunting,LW,"PIT
                     PIT",27,3,4500000.0,TOR,1295.35,23.0,19.0,298.0,27.78,38.0,49.0,8.1,1.4,2.6,PIT,363.82,6.0,8.0,94.0,9.09,6.0,16.0,5.2,0.9,1.7,PIT,841.92,14.0,8.0,218.0,15.29,37.0,10.0,3.0,0.5,0.9,5.265650406504070,1.4789430894308900,3.422439024390240,5.142857142857140
343,343,48,nick jensen,D,"OTT
                     OTT",32,3,4050000.0,WSH,1587.53,5.0,14.0,257.0,5.46,59.0,36.0,8.0,1.4,2.6,WSH,1531.1,1.0,6.0,198.0,3.45,55.0,22.0,-0.1,0.0,0.0,OTT,1050.45,3.0,6.0,158.0,2.31,57.0,16.0,7.9,1.3,2.5,6.453373983739840,6.223983739837400,4.2701219512195100,5.113636363636360
344,344,T49,radko gudas,D,"ANA
                     ANA",33,3,4000000.0,FLA,1250.58,2.0,7.0,246.0,3.37,36.0,20.0,3.9,0.7,1.3,ANA,1287.28,6.0,4.0,220.0,2.84,40.0,12.0,11.8,1.9,3.8,ANA,1015.57,1.0,8.0,169.0,2.15,65.0,5.0,-5.2,-0.8,-1.6,5.083658536585370,5.232845528455280,4.128333333333330,4.9079754601227000
345,345,T49,evan rodrigues,LW,"FLA
                     FLA",29,4,3000000.0,COL,1232.53,16.0,14.0,311.0,19.88,32.0,29.0,14.5,2.5,4.7,FLA,1213.38,12.0,14.0,373.0,19.24,34.0,28.0,8.0,1.3,2.5,FLA,871.58,13.0,6.0,217.0,11.67,41.0,15.0,2.3,0.4,0.7,5.010284552845530,4.932439024390240,3.5430081300813000,3.669724770642200
346,346,51,vladislav gavrikov,D,"LAK
                     LAK",27,2,5875000.0,CBJ,1161.62,3.0,3.0,122.0,4.45,14.0,19.0,0.8,0.1,0.3,L.A,1587.72,6.0,5.0,219.0,5.25,42.0,23.0,8.9,1.5,2.8,L.A,1279.95,3.0,5.0,180.0,3.97,41.0,18.0,3.2,0.5,1.0,4.722032520325200,6.4541463414634200,5.203048780487810,7.186544342507650
347,347,51,vladislav gavrikov,D,"LAK
                     LAK",27,2,5875000.0,CBJ,1161.62,3.0,3.0,122.0,4.45,14.0,19.0,0.6,0.1,0.2,L.A,1587.72,6.0,5.0,219.0,5.25,42.0,23.0,8.9,1.5,2.8,L.A,1279.95,3.0,5.0,180.0,3.97,41.0,18.0,3.2,0.5,1.0,4.722032520325200,6.4541463414634200,5.203048780487810,7.121212121212120
348,348,51,vladislav gavrikov,D,"LAK
                     LAK",27,2,5875000.0,L.A,420.23,3.0,3.0,45.0,1.86,5.0,8.0,0.8,0.1,0.3,L.A,1587.72,6.0,5.0,219.0,5.25,42.0,23.0,8.9,1.5,2.8,L.A,1279.95,3.0,5.0,180.0,3.97,41.0,18.0,3.2,0.5,1.0,1.7082520325203300,6.4541463414634200,5.203048780487810,7.0359281437125700
349,349,51,vladislav gavrikov,D,"LAK
                     LAK",27,2,5875000.0,L.A,420.23,3.0,3.0,45.0,1.86,5.0,8.0,0.6,0.1,0.2,L.A,1587.72,6.0,5.0,219.0,5.25,42.0,23.0,8.9,1.5,2.8,L.A,1279.95,3.0,5.0,180.0,3.97,41.0,18.0,3.2,0.5,1.0,1.7082520325203300,6.4541463414634200,5.203048780487810,6.714285714285710
350,350,T52,jordan staal,C,"CAR
                     CAR",34,4,2900000.0,CAR,1317.73,17.0,7.0,201.0,18.85,30.0,33.0,2.9,0.5,0.9,CAR,1230.3,10.0,7.0,230.0,16.65,28.0,25.0,-0.5,-0.1,-0.2,CAR,863.2,10.0,12.0,145.0,11.04,32.0,7.0,2.4,0.4,0.7,5.356626016260160,5.001219512195120,3.5089430894308900,3.6616161616161600
351,351,T52,alex newhook,C,"MTL
                     MTL",22,4,2900000.0,COL,1144.18,14.0,9.0,192.0,13.5,20.0,26.0,4.1,0.7,1.3,MTL,930.95,15.0,7.0,181.0,12.76,30.0,21.0,2.7,0.4,0.9,MTL,854.02,10.0,5.0,173.0,12.1,26.0,12.0,1.2,0.2,0.4,4.651138211382110,3.7843495934959400,3.4716260162601600,3.5582822085889600
352,352,54,andrei kuzmenko,LW,"PHI
                     PHI",26,2,5500000.0,VAN,1315.58,38.0,14.0,275.0,22.82,29.0,32.0,18.0,3.0,5.8,CGY,454.55,14.0,6.0,115.0,7.79,9.0,17.0,8.3,1.4,2.6,CGY,548.32,4.0,6.0,87.0,4.88,27.0,14.0,0.8,0.1,0.2,5.347886178861790,1.8477642276422800,2.2289430894308900,6.727828746177370
353,353,54,andrei kuzmenko,LW,"PHI
                     PHI",26,2,5500000.0,VAN,1315.58,38.0,14.0,275.0,22.82,29.0,32.0,18.0,3.0,5.8,CGY,454.55,14.0,6.0,115.0,7.79,9.0,17.0,6.8,1.1,2.2,CGY,548.32,4.0,6.0,87.0,4.88,27.0,14.0,0.8,0.1,0.2,5.347886178861790,1.8477642276422800,2.2289430894308900,6.727828746177370
354,354,54,andrei kuzmenko,LW,"PHI
                     PHI",26,2,5500000.0,VAN,1315.58,38.0,14.0,275.0,22.82,29.0,32.0,18.0,3.0,5.8,VAN,617.12,8.0,7.0,150.0,10.95,15.0,10.0,8.3,1.4,2.6,CGY,548.32,4.0,6.0,87.0,4.88,27.0,14.0,0.8,0.1,0.2,5.347886178861790,2.5086178861788600,2.2289430894308900,6.666666666666670
355,355,54,andrei kuzmenko,LW,"PHI
                     PHI",26,2,5500000.0,VAN,1315.58,38.0,14.0,275.0,22.82,29.0,32.0,18.0,3.0,5.8,VAN,617.12,8.0,7.0,150.0,10.95,15.0,10.0,6.8,1.1,2.2,CGY,548.32,4.0,6.0,87.0,4.88,27.0,14.0,0.8,0.1,0.2,5.347886178861790,2.5086178861788600,2.2289430894308900,6.58682634730539
356,356,55,frederick gaudreau,C,"MIN
                     MIN",29,5,2100000.0,MIN,1315.52,19.0,11.0,207.0,15.12,21.0,42.0,3.6,0.6,1.2,MIN,934.13,5.0,4.0,185.0,6.44,18.0,17.0,-6.2,-1.0,-2.0,MIN,843.42,11.0,11.0,135.0,8.05,33.0,17.0,3.4,0.5,1.0,5.347642276422760,3.7972764227642300,3.428536585365850,2.4
357,357,56,matias maccelli,LW,"UTA
                     UTA",22,3,3425000.0,ARI,1003.62,11.0,22.0,131.0,9.0,46.0,23.0,7.2,1.2,2.3,ARI,1331.18,17.0,26.0,288.0,18.51,56.0,22.0,10.6,1.7,3.4,UTA,723.63,8.0,7.0,192.0,8.55,43.0,11.0,-2.2,-0.4,-0.7,4.079756097560980,5.411300813008130,2.9415853658536600,4.32449494949495
358,358,T57,jake walman,D,"SJS
                     SJS",27,3,3400000.0,DET,1242.28,9.0,5.0,257.0,7.04,36.0,33.0,9.5,1.6,3.1,DET,1245.47,12.0,2.0,254.0,5.0,27.0,18.0,-1.7,-0.3,-0.5,S.J,1009.55,6.0,10.0,265.0,7.51,55.0,20.0,5.7,0.9,1.8,5.049918699186990,5.062886178861790,4.103861788617890,4.171779141104290
359,359,T57,justin holl,D,"DET
                     DET",31,3,3400000.0,TOR,1619.35,2.0,2.0,109.0,3.61,56.0,28.0,7.9,1.3,2.6,DET,573.12,0.0,2.0,47.0,0.6,18.0,7.0,2.8,0.5,0.9,DET,698.22,1.0,3.0,69.0,0.92,53.0,4.0,2.5,0.4,0.8,6.582723577235770,2.3297560975609800,2.8382926829268300,4.159021406727830
360,360,59,connor clifton,D,"BUF
                     BUF",28,3,3333333.0,BOS,1394.33,5.0,9.0,172.0,5.43,47.0,20.0,4.3,0.7,1.4,BUF,1307.92,4.0,8.0,159.0,4.34,24.0,27.0,0.9,0.2,0.3,BUF,726.83,0.0,4.0,115.0,1.73,50.0,18.0,3.4,0.5,1.0,5.668008130081300,5.316747967479680,2.95459349593496,4.077471559633030
361,361,60,carson soucy,D,"VAN
                     VAN",28,3,3250000.0,SEA,1270.6,3.0,4.0,196.0,3.25,32.0,29.0,0.8,0.1,0.3,VAN,699.42,2.0,2.0,88.0,2.35,14.0,8.0,3.0,0.5,1.0,VAN,1012.27,2.0,2.0,141.0,1.76,61.0,14.0,-9.3,-1.5,-2.9,5.165040650406500,2.843170731707320,4.114918699186990,3.939393939393940
362,362,61,david kampf,C,"TOR
                     TOR",28,4,2400000.0,TOR,1255.22,7.0,10.0,171.0,13.32,30.0,57.0,5.0,0.8,1.6,TOR,1051.98,8.0,4.0,135.0,8.03,16.0,26.0,-3.0,-0.5,-1.0,TOR,528.07,3.0,4.0,59.0,4.56,27.0,13.0,1.7,0.3,0.5,5.102520325203250,4.276341463414630,2.146626016260160,2.874251497005990
363,363,62,erik haula,C,"NJD
                     NJD",32,3,3150000.0,N.J,1330.48,14.0,14.0,295.0,21.74,30.0,49.0,5.3,0.9,1.7,N.J,1282.72,16.0,17.0,288.0,22.39,28.0,27.0,2.7,0.4,0.8,N.J,654.03,5.0,3.0,126.0,9.3,24.0,9.0,3.4,0.6,1.1,5.408455284552850,5.214308943089430,2.6586585365853700,3.6000000000000000
