"Player","Season","Team","Position","GP","TOI_All","EVO_GAR","EVD_GAR","PPO_GAR","SHD_GAR","Take_GAR","Draw_GAR","Off_GAR","Def_GAR","Pens_GAR","GAR","WAR","SPAR"
"Max Domi","23-24","TOR","C",80,1102.8,16,-3.5,0.1,0,-0.5,-0.8,16.1,-3.5,-1.3,11.3,1.9,3.6
"Max Jones","23-24","ANA","L",52,627,1.3,-1.4,-0.1,0,-0.3,1.8,1.2,-1.4,1.5,1.3,0.2,0.4
"Max Pacioretty","23-24","WSH","L",47,678.4,0.1,0.2,2.5,0,-0.3,0,2.7,0.2,-0.2,2.6,0.4,0.8
"Max Willman","23-24","N.J","C",18,150,-0.1,-1.2,0,0,0.2,-0.1,-0.1,-1.2,0,-1.3,-0.2,-0.4
"Maxence Guenette","23-24","OTT","D",7,96.5,-1.2,-1,0,0,0,-0.1,-1.2,-1,-0.1,-2.3,-0.4,-0.7
"Maxime Lajoie","23-24","TOR","D",7,89,-1.2,0.2,0.1,0,0.2,-0.1,-1.1,0.2,0.1,-0.9,-0.1,-0.3
"Maxwell Crozier","23-24","T.B","D",13,170.4,-0.5,2.7,0,0,0.2,0,-0.5,2.7,0.2,2.5,0.4,0.8
"Michael Amadio","23-24","VGK","R",73,977.6,4.5,2.4,1,0,0.6,0.6,5.4,2.4,1.2,9.1,1.5,2.9
"Michael Bunting","23-24","CAR","L",60,906.7,-0.9,-4,2.9,0,-0.1,0.9,2,-4,0.8,-1.2,-0.2,-0.4
"Michael Bunting","23-24","PIT","L",21,363.8,3.5,-1.2,1.6,0,0.8,0.5,5.1,-1.2,1.3,5.2,0.9,1.7
"Michael Carcone","23-24","ARI","L",74,834,5.6,-5.9,0.2,0,-0.7,0.2,5.8,-5.8,-0.6,-0.6,-0.1,-0.2
"Michael Eyssimont","23-24","T.B","C",81,960.7,2.9,-0.2,2.1,0,-0.6,1.8,4.9,-0.2,1.2,5.9,1,1.9
"Michael Kesselring","23-24","ARI","D",65,1026.5,7.2,-0.1,0,-0.6,-1.2,0.2,7.2,-0.7,-1,5.6,0.9,1.8
"Michael McCarron","23-24","NSH","R",70,893.7,3.4,-0.8,0,0,0.1,0.1,3.4,-0.8,0.2,2.8,0.5,0.9
"Michael McLeod","23-24","N.J","C",45,681.5,7.9,2.3,0,0.4,0.8,0.8,7.9,2.7,1.6,12.2,2,3.9
"Michael Pezzetta","23-24","MTL","L",61,475.5,3,0,0,0.1,-0.9,-0.3,3,0.1,-1.2,1.9,0.3,0.6
"Michael Rasmussen","23-24","DET","C",75,1139.3,2.6,-0.3,-0.2,0.2,-0.3,0,2.4,-0.2,-0.3,2,0.3,0.6
"Michael Sgarbossa","23-24","WSH","C",25,274.3,-0.1,1.1,0.4,-0.3,0.4,0.4,0.3,0.8,0.8,1.9,0.3,0.6
"Mika Zibanejad","23-24","NYR","C",81,1599.1,4.2,-1,5,0.9,2.4,0.7,9.2,-0.1,3.1,12.2,2,3.9
"Mikael Backlund","23-24","CGY","C",82,1577.2,0.7,1.1,-0.9,0.3,1.7,-1.7,-0.1,1.3,-0.1,1.1,0.2,0.4
"Mikael Granlund","23-24","S.J","C",69,1446.2,9.2,-5.4,3.1,-2.1,0,0.4,12.4,-7.5,0.4,5.2,0.9,1.7
"Mikael Pyyhtia","23-24","CBJ","L",17,223.5,-1.5,-1.1,0,-1,0.5,-0.3,-1.5,-2.1,0.2,-3.4,-0.6,-1.1
"Mike Hoffman","23-24","S.J","C",66,906.3,-0.2,-1.3,0.8,0,0.2,-1,0.6,-1.3,-0.8,-1.6,-0.3,-0.5
"Mike Matheson","23-24","MTL","D",82,2095.3,-4,-0.5,1.4,-3.2,-0.5,1.8,-2.6,-3.6,1.3,-4.9,-0.8,-1.6
"Mike Reilly","23-24","NYI","D",59,1018.2,2.5,4,0.7,0,-0.2,-0.2,3.2,4,-0.4,6.8,1.1,2.2
"Mikey Anderson","23-24","L.A","D",74,1526.4,-1.3,4.9,0,-0.7,1.8,0.2,-1.3,4.2,2.1,5,0.8,1.6
"Mikhail Sergachev","23-24","T.B","D",34,766.9,-4.5,-0.4,2.1,1.1,0.2,0,-2.4,0.6,0.1,-1.7,-0.3,-0.5
"Mikko Rantanen","23-24","COL","R",80,1832.4,12.1,-0.9,6.8,0,0.1,-0.1,18.9,-0.9,0,18,3,5.7
"Miles Wood","23-24","COL","L",74,1012.6,1.1,-5.3,0.4,-1.5,-1.4,1.4,1.5,-6.9,0.1,-5.3,-0.9,-1.7
"Milos Kelemen","23-24","ARI","L",10,76.8,-0.5,-0.9,0,0,0.2,-0.2,-0.5,-0.9,0,-1.4,-0.2,-0.5
"Miro Heiskanen","23-24","DAL","D",71,1742.4,5.7,6.9,2.1,0.9,1.2,2.6,7.8,7.9,3.7,19.3,3.2,6.1
"Mitch Marner","23-24","TOR","R",69,1467.8,7.1,-1.1,7.8,1,1.4,-0.1,14.9,-0.1,1.3,16.1,2.6,5.1
"Mitchell Chaffee","23-24","T.B","R",30,337.3,0.7,-1.7,0,0,0.6,0.2,0.6,-1.7,0.8,-0.3,0,-0.1
"Mitchell Stephens","23-24","MTL","C",23,208.2,0.9,-0.6,0,0.3,0,0,0.9,-0.4,0.1,0.6,0.1,0.2
"Morgan Barron","23-24","WPG","C",80,839.8,0.6,0.3,0,-1.9,0.4,-0.5,0.7,-1.6,-0.1,-1,-0.2,-0.3
"Morgan Frost","23-24","PHI","C",71,1123.3,1.8,3.3,-0.1,0,0.5,1.2,1.7,3.3,1.7,6.7,1.1,2.1
"Morgan Geekie","23-24","BOS","C",76,1171.1,3.7,1.2,3.3,-0.1,0.5,-1.3,7,1.2,-0.8,7.3,1.2,2.3
"Morgan Rielly","23-24","TOR","D",72,1709.4,12.4,-2.8,4.8,0.2,2.3,-1,17.2,-2.6,1.3,15.9,2.6,5
"Moritz Seider","23-24","DET","D",82,1833.4,3.3,-4.9,3.9,-4.5,1.7,0.1,7.2,-9.4,1.7,-0.4,-0.1,-0.1
"Nate Schmidt","23-24","WPG","D",63,1059.4,-2.8,5.2,-0.1,-1.6,0.9,-0.2,-2.9,3.5,0.6,1.2,0.2,0.4
"Nathan Bastian","23-24","N.J","R",54,548.8,-1.2,-0.3,0.5,-1.1,-0.1,-0.2,-0.7,-1.4,-0.3,-2.4,-0.4,-0.7
"Nathan MacKinnon","23-24","COL","C",82,1870.8,22.4,3.2,7.2,0,0.9,2.3,29.6,3.2,3.2,36,5.9,11.4
"Nathan Walker","23-24","STL","L",45,486.5,-0.1,0.3,0,0.2,0.4,0.2,-0.1,0.6,0.6,1.1,0.2,0.3
"Nazem Kadri","23-24","CGY","C",82,1510.9,12.4,-0.3,2,0.3,1,4,14.4,0,5,19.4,3.2,6.2
"Neal Pionk","23-24","WPG","D",82,1708,2.3,-0.7,-0.1,-2.4,-1.1,1,2.3,-3.1,-0.1,-0.9,-0.2,-0.3
"Nic Dowd","23-24","WSH","C",64,973,2.4,3,0,1.4,-1.4,0.4,2.3,4.5,-1,5.8,1,1.9
"Nic Petan","23-24","MIN","C",6,65,-0.1,0.2,0.1,0,-0.1,-0.1,0,0.2,-0.2,0,0,0
"Nicholas Robertson","23-24","TOR","L",56,637.1,3.8,0.2,-0.5,0,1.1,-0.2,3.3,0.2,0.9,4.4,0.7,1.4
"Nick Bjugstad","23-24","ARI","C",76,1325.7,10.4,-1.7,0,-3.3,-1.5,0.3,10.4,-4.9,-1.2,4.2,0.7,1.4
"Nick Blankenburg","23-24","CBJ","D",12,194.5,1.6,-1.7,0,0,0,0.2,1.6,-1.7,0.2,0.1,0,0
"Nick Bonino","23-24","NYR","C",45,551.4,-4.2,-0.6,0,0.4,0.7,-0.8,-4.2,-0.2,0,-4.4,-0.7,-1.4
"Nick Cousins","23-24","FLA","C",69,840.8,-2.4,-3.3,-0.4,0,0.1,0.9,-2.8,-3.3,1,-5.1,-0.8,-1.6
"Nick Desimone","23-24","CGY","D",23,277,-0.4,-1.5,0,0,0.4,-0.1,-0.4,-1.5,0.3,-1.6,-0.3,-0.5
"Nick Desimone","23-24","N.J","D",11,181.4,2.1,-1.4,0,0.2,0.2,-0.2,2.1,-1.2,0,1,0.2,0.3
"Nick Foligno","23-24","CHI","L",74,1314.6,3.1,-0.1,4.3,1.8,0.1,-0.6,7.4,1.8,-0.5,8.7,1.4,2.8
"Nick Jensen","23-24","WSH","D",78,1531.1,0.1,0,0,-3.4,2.4,0.7,0.1,-3.4,3.2,-0.1,0,0
"Nick Leddy","23-24","STL","D",82,1833.7,1.4,-1,0.1,-4.4,2.7,0.2,1.5,-5.4,2.9,-1,-0.2,-0.3
"Nick Paul","23-24","T.B","L",82,1414.7,4.7,1.9,7.2,1.4,1.2,-0.9,11.9,3.3,0.3,15.6,2.5,4.9
"Nick Perbix","23-24","T.B","D",77,1313.8,7,0.5,0.1,0.3,2.2,0.6,7,0.8,2.8,10.7,1.7,3.4
"Nick Schmaltz","23-24","ARI","C",79,1515,1.8,-0.3,3.6,1.2,2.5,-1,5.4,0.9,1.5,7.7,1.3,2.5
"Nick Seeler","23-24","PHI","D",71,1202.9,4.6,3.1,-0.1,1.7,0.7,0.6,4.5,4.8,1.4,10.7,1.8,3.4
"Nick Suzuki","23-24","MTL","C",82,1743.7,7.8,1.9,1,1.3,0.8,0.6,8.8,3.2,1.4,13.4,2.2,4.3
"Nicklas Backstrom","23-24","WSH","C",8,116.5,-1.6,0.1,-0.4,0,0.1,0.1,-1.9,0.1,0.2,-1.6,-0.3,-0.5
"Nico Hischier","23-24","N.J","C",71,1383.2,10.2,-4.7,0.6,-0.7,2.5,1,10.7,-5.5,3.5,8.8,1.4,2.8
"Nico Sturm","23-24","S.J","C",63,923.5,1.7,-0.8,0,-1.1,1,-0.2,1.6,-2,0.8,0.4,0.1,0.1
"Nicolas Aube-Kubel","23-24","WSH","R",60,732.5,4.5,3.7,0,0,0.2,0.6,4.5,3.7,0.8,9.1,1.5,2.9
"Nicolas Deslauriers","23-24","PHI","L",60,489,-5.1,-0.3,-0.1,0,-0.2,-0.7,-5.2,-0.3,-0.9,-6.4,-1,-2
"Nicolas Hague","23-24","VGK","D",73,1354.3,-1.4,3.8,0,-0.8,0.8,0.6,-1.5,3,1.4,3,0.5,0.9
"Nicolas Roy","23-24","VGK","C",70,1081.7,2.8,2.7,-0.5,0.5,0.3,-1.2,2.3,3.3,-0.9,4.7,0.8,1.5
"Nikita Alexandrov","23-24","STL","C",23,196.1,-0.4,1,0,0,0,-0.2,-0.4,1,-0.2,0.4,0.1,0.1
"Nikita Kucherov","23-24","T.B","R",81,1753.9,18,-2.3,6.6,0,2.1,0.2,24.6,-2.3,2.3,24.7,4,7.8
"Nikita Okhotiuk","23-24","CGY","D",9,120.1,0,-0.2,0,0,-0.1,-0.1,0,-0.1,-0.2,-0.4,-0.1,-0.1
"Nikita Okhotiuk","23-24","S.J","D",43,707.3,-1.1,-2.5,0,-0.2,-0.7,-0.2,-1.1,-2.6,-0.9,-4.7,-0.8,-1.5
"Nikita Zadorov","23-24","CGY","D",21,386.5,-1.6,1.1,0,-2.3,-0.6,0,-1.6,-1.2,-0.6,-3.5,-0.6,-1.1
"Nikita Zadorov","23-24","VAN","D",54,921.6,-0.5,1.2,0,0.8,-2,-0.3,-0.6,2,-2.3,-0.8,-0.1,-0.3
"Nikita Zaitsev","23-24","CHI","D",38,605.4,-1.3,2,0.6,-0.2,-0.2,-0.3,-0.7,1.8,-0.5,0.6,0.1,0.2
"Niko Mikkola","23-24","FLA","D",82,1643,-3.2,3,0,2.1,0.4,-0.1,-3.2,5.1,0.2,2.1,0.3,0.7
"Nikolai Knyzhov","23-24","S.J","D",10,176.4,-1.8,1.9,0.1,-0.5,-0.2,0.1,-1.7,1.4,0,-0.4,-0.1,-0.1
"Nikolaj Ehlers","23-24","WPG","L",82,1301.7,10.9,1,-5.8,0,0.9,1.1,5.1,1,2,8.1,1.3,2.6
"Nils Aman","23-24","VAN","C",43,444.4,-3,2.7,0,1.3,0.3,-0.1,-3,4,0.2,1.2,0.2,0.4
"Nils Hoglander","23-24","VAN","L",80,968.5,10.3,2.7,-1.2,0,-0.5,1.3,9.2,2.7,0.8,12.7,2.1,4
"Nils Lundkvist","23-24","DAL","D",59,832.3,4.2,-1.8,0.4,0,0.3,-0.9,4.6,-1.8,-0.5,2.3,0.4,0.7
"Nino Niederreiter","23-24","WPG","R",77,1152.2,1.8,2.6,-0.6,0,-0.4,0.8,1.3,2.6,0.4,4.2,0.7,1.3
"Noah Cates","23-24","PHI","L",59,813.9,1,5.4,-1.6,1.8,1.9,0,-0.6,7.2,1.9,8.5,1.4,2.7
"Noah Dobson","23-24","NYI","D",79,1936.9,11.4,0.5,1.9,0.3,0.7,-0.6,13.3,0.8,0.1,14.3,2.3,4.5
"Noah Gregor","23-24","TOR","C",63,718.1,-4.7,-5.3,0.1,1.2,0.6,1.4,-4.6,-4.1,2,-6.8,-1.1,-2.2
"Noah Hanifin","23-24","CGY","D",61,1450,8.2,2.1,-0.3,0.5,1.4,-0.3,7.8,2.6,1.1,11.5,1.9,3.7
"Noah Hanifin","23-24","VGK","D",19,439.2,0.8,1.9,0.7,-1.6,0.6,-0.5,1.5,0.3,0.1,1.9,0.3,0.6
"Noah Juulsen","23-24","VAN","D",54,804.3,-2.4,2,0,0.2,0,-0.3,-2.4,2.3,-0.3,-0.4,-0.1,-0.1
"Noel Acciari","23-24","PIT","C",55,713.4,1.6,-0.4,0,0.3,0.7,-0.2,1.5,0,0.5,2,0.3,0.6
"Olen Zellweger","23-24","ANA","D",26,501.4,-0.3,-0.1,-1.2,0,0.7,0,-1.5,-0.1,0.7,-0.9,-0.1,-0.3
"Oliver Bjorkstrand","23-24","SEA","R",82,1327,4.9,2,5.7,0,2.5,0.1,10.6,2,2.6,15.1,2.5,4.8
"Oliver Ekman-Larsson","23-24","FLA","D",80,1471.5,4.4,-2.1,2.3,1.2,-1.3,0.2,6.7,-0.9,-1.1,4.7,0.8,1.5
"Oliver Kylington","23-24","CGY","D",33,569.2,-1.4,-2.7,-0.1,-1,0.1,-0.6,-1.4,-3.7,-0.5,-5.6,-0.9,-1.8
"Oliver Wahlstrom","23-24","NYI","R",32,354.2,-1.1,-2.5,0.5,0,-0.1,0.4,-0.6,-2.5,0.3,-2.8,-0.5,-0.9
"Olle Lycksell","23-24","PHI","R",18,179,0.2,1.1,-0.1,0,-0.1,-0.4,0.1,1.1,-0.5,0.7,0.1,0.2
"Olli Maatta","23-24","DET","D",72,1155.9,2.6,7.8,0,0.4,1.4,0,2.6,8.2,1.4,12.2,2,3.9
"Ondrej Palat","23-24","N.J","L",71,1111,1.3,2.9,-0.9,2,0.7,-0.9,0.4,4.8,-0.2,5.1,0.8,1.6
"Oskar Steen","23-24","BOS","C",34,308.4,-2.8,2.7,0,0,0.4,0.5,-2.8,2.7,0.8,0.7,0.1,0.2
"Oskar Sundqvist","23-24","STL","C",71,940.6,-2.6,-2.1,-0.3,-3,-0.3,2.2,-2.9,-5.1,1.9,-6,-1,-1.9
"Owen Power","23-24","BUF","D",76,1741.9,11,1.5,-1.2,-1.2,2.3,-1.4,9.8,0.3,0.8,10.9,1.8,3.5
"Owen Tippett","23-24","PHI","R",78,1294.3,8.9,0.3,-2.4,0,1.9,0.2,6.5,0.3,2,8.8,1.4,2.8
"Parker Kelly","23-24","OTT","L",80,936.5,-2,2.2,-0.1,1.9,0.5,1.4,-2.1,4.1,1.9,3.9,0.6,1.2
"Parker Wotherspoon","23-24","BOS","D",41,726.8,-1.4,-0.2,0,1,0.5,0.6,-1.5,0.8,1.1,0.5,0.1,0.2
"Patrick Brown","23-24","BOS","C",11,97.1,-0.4,0.4,0,0.1,0,-0.2,-0.4,0.5,-0.2,0,0,0
"Patrick Kane","23-24","DET","R",50,918.7,3.4,0.4,1.2,0,0.5,-0.1,4.6,0.4,0.4,5.4,0.9,1.7
"Patrick Maroon","23-24","MIN","L",49,625.7,1.7,-1,0.9,0,-0.5,0,2.5,-1,-0.5,1,0.2,0.3
"Patrik Laine","23-24","CBJ","L",18,273.9,1.2,-1.5,-0.4,0,0.1,1.1,0.8,-1.5,1.2,0.5,0.1,0.2
"Paul Cotter","23-24","VGK","C",76,967.2,-1.4,2.4,1,0,-0.4,-0.2,-0.4,2.4,-0.6,1.5,0.2,0.5
"Pavel Buchnevich","23-24","STL","L",80,1585.9,6.3,-1,2.4,4,0.6,0.1,8.7,3,0.7,12.4,2,4
"Pavel Dorofeyev","23-24","VGK","L",47,624,4.7,3.4,-1.1,0,0.3,-0.2,3.6,3.4,0.2,7.2,1.2,2.3
"Pavel Mintyukov","23-24","ANA","D",63,1187.2,0.1,-2.2,0.9,-0.1,0.5,0.9,1,-2.3,1.4,0,0,0
"Pavel Zacha","23-24","BOS","C",78,1412.2,11.4,-3.3,2.9,-2.4,1.5,-0.2,14.3,-5.7,1.3,10,1.6,3.2
"Pavol Regenda","23-24","ANA","L",5,57.8,-0.9,0.6,0,0,-0.1,-0.1,-0.9,0.6,-0.2,-0.5,-0.1,-0.2
"Peyton Krebs","23-24","BUF","C",80,1000.5,-0.7,2.3,0,-0.8,-1,-0.4,-0.7,1.5,-1.4,-0.6,-0.1,-0.2
"Philip Broberg","23-24","EDM","D",12,139.4,0.5,-0.3,0.1,0.3,0.3,-0.1,0.6,0.1,0.2,0.8,0.1,0.3
"Philip Tomasino","23-24","NSH","C",41,515.5,1.1,-0.6,-0.8,0,0.2,0.1,0.3,-0.6,0.2,-0.1,0,0
"Philipp Kurashev","23-24","CHI","C",75,1426.4,2.9,-2.9,2.2,-0.4,1.2,-0.6,5.1,-3.3,0.5,2.3,0.4,0.7
"Philippe Myers","23-24","T.B","D",5,58.5,-0.9,-0.8,0,0,-0.1,-0.1,-0.9,-0.8,-0.1,-1.7,-0.3,-0.6
"Phillip Danault","23-24","L.A","C",78,1405.4,5.8,0.6,0.5,1.1,1.2,0,6.4,1.7,1.2,9.3,1.5,3
"Phillip Di Giuseppe","23-24","VAN","L",51,616.9,-4.8,-2.7,0,-0.4,-0.2,-0.3,-4.8,-3.1,-0.5,-8.4,-1.4,-2.7
"Pierre-Edouard Bellemare","23-24","SEA","L",40,393.5,1.5,2.3,0,1.2,0.5,-0.1,1.5,3.5,0.5,5.5,0.9,1.7
"Pierre-Luc Dubois","23-24","L.A","C",82,1287.8,1.5,-1.1,-1.5,0,-1.7,2.2,0,-1.1,0.5,-0.6,-0.1,-0.2
"Pierre-Olivier Joseph","23-24","PIT","D",52,784.4,1.3,-2.8,0.1,0.2,0.5,-0.1,1.3,-2.5,0.4,-0.8,-0.1,-0.2
"Pierre Engvall","23-24","NYI","L",74,1134.2,-2.2,2,0.5,0,1,-1.8,-1.7,2,-0.8,-0.5,-0.1,-0.2
"Pius Suter","23-24","VAN","C",67,1038.2,3.1,4,1.1,1.1,1.6,-0.3,4.2,5.1,1.3,10.6,1.7,3.4
"Pontus Holmberg","23-24","TOR","R",54,624.7,5.6,3.3,0.1,-1.7,-0.1,0.7,5.7,1.6,0.6,7.8,1.3,2.5
"Quinn Hughes","23-24","VAN","D",82,2024.2,15.6,2.5,4.3,0.5,1.5,0.6,19.9,3,2,24.9,4.1,7.9
"Quinton Byfield","23-24","L.A","C/R",80,1318.8,3.9,5.3,4.8,0,0.3,0.3,8.7,5.3,0.6,14.5,2.4,4.6
"Radek Faksa","23-24","DAL","C",74,926.1,2,1.8,0,-1.5,0.1,-0.3,2,0.3,-0.2,2.1,0.3,0.7
"Radim Zohorna","23-24","PIT","L",33,322.2,1.2,-0.2,-0.7,0,-0.5,0,0.5,-0.2,-0.5,-0.1,0,0
"Radko Gudas","23-24","ANA","D",66,1287.3,7.1,6.8,0,0.8,-2.4,-0.5,7.1,7.6,-2.8,11.8,1.9,3.8
"Rafael Harvey-Pinard","23-24","MTL","L",45,568.7,-0.9,0.8,-0.2,1.5,0.7,-0.1,-1.1,2.3,0.6,1.8,0.3,0.6
"Raphael Lavoie","23-24","EDM","C",7,51,-1,-0.6,0,0,-0.1,-0.1,-1,-0.6,-0.2,-1.8,-0.3,-0.6
"Rasmus Andersson","23-24","CGY","D",78,1858.4,8.9,-5.1,-2.3,-1.5,1.5,0.2,6.5,-6.6,1.7,1.6,0.3,0.5
"Rasmus Dahlin","23-24","BUF","D",81,2059.2,-1.8,3.5,1.7,0.1,0.3,1.2,-0.1,3.6,1.5,5,0.8,1.6
"Rasmus Kupari","23-24","WPG","C",28,255.9,-3.2,1.4,-0.2,0.3,0.2,0.7,-3.4,1.7,0.9,-0.8,-0.1,-0.3
"Rasmus Ristolainen","23-24","PHI","D",31,517.4,-0.5,2.5,-0.3,-0.1,0.3,0.2,-0.8,2.4,0.5,2.1,0.3,0.7
"Rasmus Sandin","23-24","WSH","D",68,1436,-0.3,-3.1,1.5,0.1,0.8,-0.8,1.3,-3,0,-1.7,-0.3,-0.6
"Reese Johnson","23-24","CHI","C",42,459.2,-0.5,-1.7,0,0.5,0.5,1,-0.5,-1.2,1.4,-0.2,0,-0.1
"Reilly Smith","23-24","PIT","R",76,1226.2,2.2,4.2,-0.4,1.9,1,-1.1,1.8,6.1,-0.1,7.9,1.3,2.5
"Rem Pitlick","23-24","CHI","C",9,140.3,-1.5,0.5,-1.2,0,0.1,-0.3,-2.7,0.5,-0.2,-2.3,-0.4,-0.7
"Rickard Rakell","23-24","PIT","R",70,1156.1,7.4,0.5,1.4,0,0.8,0.3,8.8,0.5,1.2,10.4,1.7,3.3
"Ridly Greig","23-24","OTT","C",72,1061.5,8,1.3,0.1,-0.1,-1.7,0.8,8.1,1.2,-0.9,8.4,1.4,2.7
"Riley Tufte","23-24","COL","L",5,55.6,0.1,-0.9,0,0,-0.1,0.1,0.1,-0.9,0,-0.8,-0.1,-0.3
"Robby Fabbri","23-24","DET","C",68,875,1.5,-2.8,1.4,0,0.7,-0.9,2.9,-2.8,-0.2,-0.1,0,0
"Robert Bortuzzo","23-24","NYI","D",23,330,-0.3,-2.1,0,-0.4,-1.1,0,-0.3,-2.6,-1,-3.9,-0.6,-1.2
"Robert Hagg","23-24","ANA","D",5,63.9,-1.5,-0.8,0,0,0,0.3,-1.5,-0.8,0.3,-2,-0.3,-0.6
"Robert Thomas","23-24","STL","C",82,1719.2,10.2,-1.6,1.7,0.1,0.7,-0.6,11.9,-1.5,0.1,10.5,1.7,3.3
"Roby Jarventie","23-24","OTT","L",7,52.6,-0.5,-0.7,0,0,-0.3,-0.1,-0.5,-0.7,-0.4,-1.6,-0.3,-0.5
"Roman Josi","23-24","NSH","D",82,2019.8,14.7,1.3,4.3,0.4,0.8,0.6,19,1.7,1.4,22,3.6,7
"Ronnie Attard","23-24","PHI","D",12,184.6,-0.1,-0.1,0,-0.5,-0.2,-0.2,-0.1,-0.6,-0.4,-1.1,-0.2,-0.3
"Roope Hintz","23-24","DAL","C",80,1379.2,11.8,4.3,4.2,1.9,1.1,0.8,16,6.3,2,24.2,4,7.7
"Ross Colton","23-24","COL","C",80,1097.5,3.8,-1.7,-1,0.2,-1.5,0.4,2.8,-1.5,-1,0.3,0,0.1
"Ross Johnston","23-24","ANA","L",68,557.4,-3.2,0.5,0,0,-0.2,-0.5,-3.2,0.5,-0.7,-3.4,-0.6,-1.1
"Rourke Chartier","23-24","OTT","C",37,398.4,-2,1.2,0,1.2,0.6,0.6,-2,2.5,1.1,1.6,0.3,0.5
"Ryan Carpenter","23-24","S.J","C",62,688.1,2.5,3.3,0,-4.2,1,-1.1,2.5,-0.9,-0.1,1.6,0.3,0.5
"Ryan Donato","23-24","CHI","C",78,1091.8,4.8,-2.4,-3,-1.1,1.2,0.7,1.7,-3.5,1.9,0.1,0,0
"Ryan Graves","23-24","PIT","D",70,1287.2,-6.3,2.3,0,-0.6,0,0.2,-6.3,1.8,0.2,-4.4,-0.7,-1.4
"Ryan Hartman","23-24","MIN","R",74,1221.9,6.8,0.6,1.7,-0.6,-0.5,1.5,8.5,0,1,9.5,1.6,3
"Ryan Johansen","23-24","COL","C",63,859.5,-4.1,1.4,-0.9,0.1,0.6,-0.5,-5.1,1.5,0.1,-3.6,-0.6,-1.1
"Ryan Johnson (D)","23-24","BUF","D",41,568.5,-0.7,1.7,0,0,0.1,-0.3,-0.7,1.8,-0.1,1,0.2,0.3
"Ryan Lindgren","23-24","NYR","D",76,1470.3,3.4,-2,0,0.4,0.2,1.5,3.4,-1.6,1.7,3.5,0.6,1.1
"Ryan Lomberg","23-24","FLA","L",75,715.5,-1.3,-0.7,0.2,0.3,-0.6,0.4,-1.1,-0.4,-0.2,-1.7,-0.3,-0.5
"Ryan McDonagh","23-24","NSH","D",74,1612.3,1.2,5,-1.2,-1.6,1.9,-0.8,0,3.5,1.1,4.6,0.7,1.5
"Ryan McLeod","23-24","EDM","C",81,1153.6,2.6,2.9,1,2.6,1.7,-0.5,3.5,5.5,1.2,10.2,1.7,3.2
"Ryan Nugent-Hopkins","23-24","EDM","C",80,1569.9,5.1,1.7,5.4,-0.4,0.1,-2,10.5,1.3,-1.9,9.9,1.6,3.1
"Ryan O'Reilly","23-24","NSH","C",82,1620.8,7.9,0.4,5,1.9,2.2,-1.1,12.9,2.3,1,16.2,2.7,5.2
"Ryan Poehling","23-24","PHI","C",77,1155.2,-0.4,0,0.1,-0.6,2,-0.1,-0.4,-0.6,1.9,1,0.2,0.3
"Ryan Pulock","23-24","NYI","D",58,1306.2,1.7,4.7,1.1,-0.7,1.8,-0.8,2.9,4.1,1,7.9,1.3,2.5
"Ryan Reaves","23-24","TOR","R",49,397.7,-2.3,0,0,0,0,-0.5,-2.3,0,-0.6,-2.9,-0.5,-0.9
"Ryan Shea","23-24","PIT","D",31,391.4,-1.2,-2.5,0,-0.2,0.3,-0.2,-1.2,-2.7,0.1,-3.9,-0.6,-1.2
"Ryan Strome","23-24","ANA","C",79,1248.1,2.3,-3.1,0.4,-0.6,-1.7,-1.8,2.7,-3.7,-3.5,-4.5,-0.7,-1.4
"Ryan Suter","23-24","DAL","D",82,1553.1,0.1,4.7,0.1,1.1,0.7,-1.6,0.2,5.9,-1,5.1,0.8,1.6
"Ryan Winterton","23-24","SEA","C",9,84,-1,0.3,0,0,0.2,-0.2,-1,0.3,0,-0.7,-0.1,-0.2
"Ryker Evans","23-24","SEA","D",36,690.4,-1.6,4.7,0.1,-0.4,-0.5,0.2,-1.5,4.4,-0.3,2.6,0.4,0.8
"Sam Bennett","23-24","FLA","C",69,1146.1,6.2,-0.5,3.1,1.3,-0.7,-0.3,9.3,0.8,-1,9.2,1.5,2.9
"Sam Carrick","23-24","ANA","C",61,770.1,-3.4,-0.6,0.6,-2.9,-0.7,0.3,-2.8,-3.6,-0.4,-6.7,-1.1,-2.1
"Sam Carrick","23-24","EDM","C",16,170.9,1,1.1,0,0.2,0.4,0,1,1.4,0.4,2.8,0.5,0.9
"Sam Gagner","23-24","EDM","C",28,285.9,0.9,1.2,1.5,0,-0.3,-0.3,2.4,1.2,-0.6,2.9,0.5,0.9
"Sam Lafferty","23-24","VAN","C",79,938.5,-0.6,0.4,-0.5,-0.4,0.5,0,-1.1,0,0.6,-0.6,-0.1,-0.2
"Sam Malinski","23-24","COL","D",23,327.2,3.2,0,0.4,0,0.2,0.2,3.6,0,0.4,3.9,0.6,1.3
"Sam Reinhart","23-24","FLA","C",82,1664.6,11.1,6.5,4,-0.2,1.4,-1.8,15.1,6.3,-0.5,21,3.4,6.7
"Sam Steel","23-24","DAL","C",77,1019.6,-2,3,0,1.6,0.1,-0.4,-2,4.6,-0.2,2.3,0.4,0.7
"Sammy Blais","23-24","STL","L",53,513.5,-3.2,-0.8,-0.2,0,-0.6,0.6,-3.4,-0.8,0,-4.2,-0.7,-1.3
